register_id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_town,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_lat,geo_epgs_4326_lon,estimated_dates,start_date,end_date
﻿99400603083,"Parada de taxis * C Aribau, 72",,,2018-07-10T16:09:18+02:00,2024-08-02T14:21:42.567624+02:00,,,023403,C Aribau,72,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08011,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429637.67584290134,4582307.658509912,41.38922302600544,2.1583980248943933,,,
﻿99400603098,"Parada de taxis * Rbla Onze de Setembre, 61",,,2018-07-10T16:09:18+02:00,2024-08-02T15:29:41.212796+02:00,,,201603,Rbla Onze de Setembre,61,,60,Sant Andreu,09,Sant Andreu,08030,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432331.07175820146,4586811.076148293,41.430015035908674,2.1901069109947313,,,
﻿99400603099,"Parada de taxis * Pl Doctor Andreu, 3",,,2018-07-10T16:09:18+02:00,2024-08-02T14:46:19.001789+02:00,,,137402,Pl Doctor Andreu,3,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08035,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427423.3157155514,4585323.366630427,41.41618746262309,2.1315534245563477,,,
﻿99400603102,"Parada de taxis * C Josep Pla, 59",,,2018-07-10T16:09:18+02:00,2024-08-02T14:39:15.176152+02:00,,,143609,C Josep Pla,59,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,434155.78645205137,4584737.573718912,41.41149122692931,2.212169681330653,,,
﻿99400603103,"Parada de taxis * Av República Argentina, 31",,,2018-07-10T16:09:18+02:00,2024-08-02T14:18:59.109905+02:00,,,279600,Av República Argentina,31,,27,el Putxet i el Farró,05,Sarrià-Sant Gervasi,08023,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428729.13122193946,4584440.9675111,41.408356927130946,2.147280970474871,,,
﻿99400603135,"Parada de taxis * Pl Carlos Ibáñez, 3",,,2018-07-10T16:09:19+02:00,2024-08-02T15:25:11.642003+02:00,,,066600,Pl Carlos Ibáñez,3,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430654.73237624817,4580275.296556708,41.37100648376365,2.170794337792813,,,
﻿99400603106,"Parada de taxis * C Balmes, 335",,,2018-07-10T16:09:18+02:00,2024-08-02T14:22:34.835642+02:00,,,032700,C Balmes,335,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428373.3067995698,4583870.642997596,41.40318861843764,2.143091666087657,,,
﻿99400603115,"Parada de taxis * C Pelai, 54",,,2018-07-10T16:09:18+02:00,2024-08-02T14:31:26.663351+02:00,,,250904,C Pelai,54,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430528.62527055526,4581883.894829229,41.3854837653905,2.1691021621842825,,,
﻿99400603120,"Parada de taxis * C Doctor Carulla, 63",,,2018-07-10T16:09:18+02:00,2024-08-02T14:28:41.683330+02:00,,,101405,C Doctor Carulla,63,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427459.3247178674,4583690.101563575,41.40148061107813,2.132180041978136,,,
﻿99400603123,"Parada de taxis * Av Icària, 160",,,2018-07-10T16:09:19+02:00,2024-08-02T14:16:31.013257+02:00,,,062609,Av Icària,160,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432887.44621757837,4582498.520308294,41.391219785053295,2.197243549267232,,,
﻿99400603124,"Parada de taxis * Av Rio de Janeiro, 131",,,2018-07-10T16:09:19+02:00,2024-08-02T14:19:07.121901+02:00,,,282650,Av Rio de Janeiro,131,,52,la Prosperitat,08,Nou Barris,08016,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432000.26868489344,4588218.806368119,41.44266602239915,2.185989683377301,,,
﻿99400603126,"Parada de taxis * C Comte d'Urgell, 14",,,2018-07-10T16:09:19+02:00,2024-08-02T14:27:09.938563+02:00,,,349706,C Comte d'Urgell,14,,10,Sant Antoni,02,Eixample,08011,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429936.08616425976,4581242.386967793,41.37965452497181,2.162090121953537,,,
﻿99400603157,"Parada de taxis * Via Augusta, 286",,,2018-07-10T16:09:19+02:00,2024-08-02T15:32:31.013044+02:00,,,028000,Via Augusta,286,,24,les Tres Torres,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427236.7149677377,4583287.295444603,41.397832594067424,2.129565618605461,,,
﻿99400603162,"Parada de taxis * C Bruc, 52",,,2018-07-10T16:09:19+02:00,2024-08-02T14:24:15.293242+02:00,,,049509,C Bruc,52,,07,la Dreta de l'Eixample,02,Eixample,08009,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430758.85586814454,4582682.406085032,41.392695554439534,2.17176423522213,,,
﻿99400603166,"Parada de taxis * C Pi i Margall, 85",,,2018-07-10T16:09:19+02:00,2024-08-02T14:31:34.930969+02:00,,,144306,C Pi i Margall,85,,33,el Baix Guinardó,07,Horta-Guinardó,08024,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430155.66631253023,4584695.755324356,41.41077692721753,2.1643175557657504,,,
﻿99400603168,"Parada de taxis * C Gran de Gràcia, 247",,,2018-07-10T16:09:19+02:00,2024-08-02T14:38:05.589189+02:00,,,206403,C Gran de Gràcia,247,,31,la Vila de Gràcia,06,Gràcia,08012,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428990.32074427436,4584159.540310328,41.40584533875782,2.150438658167615,,,
﻿99400603171,"Parada de taxis * C Mallorca, 24",,,2018-07-10T16:09:19+02:00,2024-08-02T14:41:59.888710+02:00,,,191204,C Mallorca,24,,15,Hostafrancs,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428364.81444448145,4581228.883770277,41.37939455176505,2.1433025244113146,,,
﻿99400603134,"Parada de taxis * C Dos de Maig, 314",,,2018-07-10T16:09:19+02:00,2024-08-02T14:28:54.620157+02:00,,,105304,C Dos de Maig,314,,64,el Camp de l'Arpa del Clot,10,Sant Martí,08025,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,431185.38430786465,4584711.910377899,41.41101125161903,2.1766349903651254,,,
﻿99400603138,"Parada de taxis * C Esteve Terradas, 50",,,2018-07-10T16:09:19+02:00,2024-08-02T14:29:41.993972+02:00,,,116901,C Esteve Terradas,50,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427998.9091446079,4585236.929596052,41.41546074016677,2.1384504653634235,,,
﻿99400603145,"Parada de taxis * C Llacuna, 22",,,2018-07-10T16:09:19+02:00,2024-08-02T14:39:57.738381+02:00,,,183603,C Llacuna,22,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433270.695318976,4583374.3238401795,41.399139810375125,2.2017307874616354,,,
﻿99400603150,"Parada de taxis * C Galileu, 2",,,2018-07-10T16:09:19+02:00,2024-08-02T14:30:09.330639+02:00,,,138802,C Galileu,2,,18,Sants,03,Sants-Montjuïc,08028,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427768.3533193326,4580877.200076146,41.37617374716372,2.1362120300423713,,,
﻿99400603152,"Parada de taxis * C Provença, 257",,,2018-07-10T16:09:19+02:00,2024-08-02T14:33:29.713337+02:00,,,268003,C Provença,257,,07,la Dreta de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429874.3024198733,4582898.198797492,41.3945624842169,2.1611596430692708,,,
﻿99400603285,"Parada de taxis * C Padilla, 153",,,2018-07-10T16:09:20+02:00,2024-08-02T14:30:48.346986+02:00,,,238400,C Padilla,153,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,431983.66183130007,4583341.827900759,41.39873928950185,2.18633939181141,,,
﻿99400603286,"Parada de taxis * C Marina, 2",,,2018-07-10T16:09:20+02:00,2024-08-02T14:43:53.019082+02:00,,,197302,C Marina,2,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432953.7416767632,4581978.938391342,41.38654557252386,2.198093966277425,,,
﻿99400603159,"Parada de taxis * Pl Catalunya, 17",,,2018-07-10T16:09:19+02:00,2024-08-02T15:25:21.189522+02:00,,,074404,Pl Catalunya,17,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430723.3713452178,4582040.262343293,41.38690891328274,2.17141326739677,,,
﻿99400603160,"Parada de taxis * C Cristóbal de Moura, 137",,,2018-07-10T16:09:19+02:00,2024-08-02T14:27:55.015726+02:00,,,094300,C Cristóbal de Moura,137,,71,Provençals del Poblenou,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433870.5501971678,4584866.398407231,41.41262809808287,2.208743042432692,,,
﻿99400603172,"Parada de taxis * C Berruguete, 126",,,2018-07-10T16:09:19+02:00,2024-08-02T14:23:46.780698+02:00,,,041201,C Berruguete,126,,41,la Vall d'Hebron,07,Horta-Guinardó,08035,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428764.9642786798,4587254.002100837,41.43369592256952,2.1473783073614707,,,
﻿99400603173,"Parada de taxis * C Llobregós, 89",,,2018-07-10T16:09:19+02:00,2024-08-02T14:40:05.661805+02:00,,,185700,C Llobregós,89,,37,el Carmel,07,Horta-Guinardó,08032,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429651.99786580866,4586316.59642042,41.425331283234684,2.1581033109101746,,,
﻿99400603179,"Parada de taxis * C Enric Granados, 141",,,2018-07-10T16:09:19+02:00,2024-08-02T14:28:58.568821+02:00,,,110304,C Enric Granados,141,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429270.5842987539,4582841.397225887,41.393998023040915,2.153945381156941,,,
﻿99400603189,"Parada de taxis * Pl Dante, 9999",,,2018-07-10T16:09:19+02:00,2024-08-02T14:46:07.359194+02:00,,,097705,Pl Dante,9999,,11,el Poble-sec,03,Sants-Montjuïc,08038,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430149.1733454222,4580024.013906086,41.36869953994551,2.1647786076023863,,,
﻿99400603191,"Parada de taxis * C Menorca, 80",,,2018-07-10T16:09:19+02:00,2024-08-02T14:44:26.304791+02:00,,,208205,C Menorca,80,,72,Sant Martí de Provençals,10,Sant Martí,08020,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433068.79979595484,4585812.379027779,41.42108189524319,2.199046102212918,,,
﻿99400603192,"Parada de taxis * Rbla Guipúscoa, 70",,,2018-07-10T16:09:19+02:00,2024-08-02T15:29:33.440256+02:00,,,153205,Rbla Guipúscoa,70,,72,Sant Martí de Provençals,10,Sant Martí,08020,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432973.89181215176,4585336.782644945,41.41679043080098,2.19796316608756,,,
﻿99400603194,"Parada de taxis * C Marquesa de Vilallonga, 15",,,2018-07-10T16:09:19+02:00,2024-08-02T14:44:02.931472+02:00,,,200305,C Marquesa de Vilallonga,15,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08017,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427027.06581446494,4584165.336835897,41.4057217290622,2.1269521164898215,,,
﻿99400603198,"Parada de taxis * C Marina, 18",,,2018-07-10T16:09:19+02:00,2024-08-02T14:43:34.687581+02:00,,,197302,C Marina,18,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432868.97748332785,4582066.240522604,41.38732481133325,2.197070566440798,,,
﻿99400603202,"Parada de taxis * C Rambla, 72",,,2018-07-10T16:09:19+02:00,2024-08-02T14:34:28.030422+02:00,,,034308,C Rambla,72,,02,el Barri Gòtic,01,Ciutat Vella,08002,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430915.90061355534,4581359.234028972,41.38079165442999,2.1737934428809624,,,
﻿99400603255,"Parada de taxis * C Marina, 16",,,2018-07-10T16:09:20+02:00,2024-08-02T14:43:01.758539+02:00,,,197302,C Marina,16,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432905.7411336882,4582027.495907978,41.386978915666894,2.1975145325772707,,,
﻿99400603256,"Parada de taxis * C Lope de Vega, 141",,,2018-07-10T16:09:20+02:00,2024-08-02T14:41:01.770107+02:00,,,180401,C Lope de Vega,141,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433213.4897162489,4584173.457034896,41.40633263733354,2.2009583431103836,,,
﻿99400603262,"Parada de taxis * C Villarroel, 195",,,2018-07-10T16:09:20+02:00,2024-08-02T14:51:11.824301+02:00,,,363809,C Villarroel,195,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429032.14172058704,4582345.401015089,41.389509761043115,2.151151584167993,,,
﻿99400603263,"Parada de taxis * Av Vallcarca, 151",,,2018-07-10T16:09:20+02:00,2024-08-02T14:20:00.738537+02:00,,,158107,Av Vallcarca,151,,28,Vallcarca i els Penitents,06,Gràcia,08023,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,428375.03952454904,4585083.969167075,41.41411670190139,2.142968785683079,,,
﻿99400603268,"Parada de taxis * C Numància, 177",,,2018-07-10T16:09:20+02:00,2024-08-02T14:45:46.922439+02:00,,,231502,C Numància,177,,19,les Corts,04,Les Corts,08034,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427419.2713759585,4582443.133719127,41.39024607879511,2.1318503901420227,,,
﻿99400603270,"Parada de taxis * C Almogàvers, 125",,,2018-07-10T16:09:20+02:00,2024-08-02T14:20:20.921219+02:00,,,011200,C Almogàvers,125,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432356.63423023064,4583227.245093264,41.39773873763948,2.1908135303993848,,,
﻿99400603278,"Parada de taxis * Av Joan XXIII, 26",,,2018-07-10T16:09:20+02:00,2024-08-02T14:17:05.263561+02:00,,,244209,Av Joan XXIII,26,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,426646.270987649,4581990.395969887,41.3860983386503,2.122660266519907,,,
﻿99400603212,"Parada de taxis * Pg Taulat, 136",,,2018-07-10T16:09:19+02:00,2024-08-02T15:24:51.477152+02:00,,,701278,Pg Taulat,136,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433966.8654830514,4583738.216427512,41.40247477399543,2.210018475205529,,,
﻿99400603228,"Parada de taxis * C Lope de Vega, 92",,,2018-07-10T16:09:19+02:00,2024-08-02T14:41:18.637512+02:00,,,180401,C Lope de Vega,92,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433479.5701797474,4583929.040470938,41.40415330501693,2.204168328403358,,,
﻿99400603110,"Parada de taxis * C Còrsega, 306",,,2018-07-10T16:09:18+02:00,2024-08-02T14:27:39.361785+02:00,,,090502,C Còrsega,306,,07,la Dreta de l'Eixample,02,Eixample,08008,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429669.1833756629,4583077.922001639,41.39616327511874,2.158685398495516,,,
﻿99400603113,"Parada de taxis * C Cabanes, 1",,,2018-07-10T16:09:18+02:00,2024-08-02T14:24:29.394772+02:00,,,052900,C Cabanes,1,,11,el Poble-sec,03,Sants-Montjuïc,08004,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430656.7162737469,4580678.915616647,41.37464193400811,2.170771891536355,,,
﻿99400603114,"Parada de taxis * C Pablo Iglesias, 122",,,2018-07-10T16:09:18+02:00,2024-08-02T14:30:40.133570+02:00,,,351708,C Pablo Iglesias,122,,52,la Prosperitat,08,Nou Barris,08016,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,431772.7928038164,4588653.820085713,41.446564728546605,2.183217748753231,,,
﻿99400603117,"Parada de taxis * C Muntaner, 149",,,2018-07-10T16:09:18+02:00,2024-08-02T14:45:08.726517+02:00,,,223606,C Muntaner,149,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,429247.7745954281,4582484.67470139,41.390783145784866,2.1537142360648462,,,
﻿99400603118,"Parada de taxis * C Felip II, 71",,,2018-07-10T16:09:18+02:00,2024-08-02T14:29:52.148141+02:00,,,121402,C Felip II,71,,63,Navas,09,Sant Andreu,08027,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432102.55120307475,4585686.709060166,41.41986895378229,2.187498391873457,,,
﻿99400603119,"Parada de taxis * C Lope de Vega, 2",,,2018-07-10T16:09:18+02:00,2024-08-02T14:41:09.268373+02:00,,,180401,C Lope de Vega,2,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433879.4783791166,4583498.794745654,41.40031118089797,2.208999273362437,,,
﻿99400603052,"Parada de taxis * Av Pearson, 1",,,2018-07-10T16:09:18+02:00,2024-08-02T14:18:52.549836+02:00,,,248108,Av Pearson,1,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,425727.75772662566,4582848.850393529,41.39374576538457,2.1115704813182896,,,
﻿99400603053,"Parada de taxis * Rbla Raval, 17",,,2018-07-10T16:09:18+02:00,2024-08-02T15:29:47.968387+02:00,,,701367,Rbla Raval,17,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430556.1131555377,4581146.570030969,41.378845282044495,2.1695153906923514,,,
﻿99400603061,"Parada de taxis * C Provençals, 2",,,2018-07-10T16:09:18+02:00,2024-08-02T14:33:46.262835+02:00,,,267907,C Provençals,2,,69,Diagonal Mar i el Front Marítim del Poblenou,10,Sant Martí,08019,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,434267.7165332974,4583875.2961491775,41.40373407116258,2.2136024681847446,,,
﻿99400603062,"Parada de taxis * C Llull, 271",,,2018-07-10T16:09:18+02:00,2024-08-02T14:40:38.294023+02:00,,,186703,C Llull,271,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433729.6537326857,4584017.763654759,41.40497306566804,2.2071502679551878,,,
﻿99400603064,"Parada de taxis * Av Drassanes, 27",,,2018-07-10T16:09:18+02:00,2024-08-02T14:11:00.685444+02:00,,,140203,Av Drassanes,27,,01,el Raval,01,Ciutat Vella,08001,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,430784.94997784606,4580916.435324288,41.37679224374154,2.172278073967093,,,
﻿99400603065,"Parada de taxis * C Pinzón, 1",,,2018-07-10T16:09:18+02:00,2024-08-02T14:31:40.565607+02:00,,,257506,C Pinzón,1,,03,la Barceloneta,01,Ciutat Vella,08003,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432249.8265892,4581632.481632068,41.38336615237692,2.1897143428912798,,,
﻿99400603066,"Parada de taxis * C Doctor Trueta, 164",,,2018-07-10T16:09:18+02:00,2024-08-02T14:28:50.736673+02:00,,,367504,C Doctor Trueta,164,,68,el Poblenou,10,Sant Martí,08005,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,433166.4373945083,4583059.700888655,41.39629742541871,2.2005184156665885,,,
﻿99400603070,"Parada de taxis * C Consell de Cent, 457",,,2018-07-10T16:09:18+02:00,2024-08-02T14:27:31.487582+02:00,,,089004,C Consell de Cent,457,,05,el Fort Pienc,02,Eixample,08013,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,431073.25167979544,4583330.889823121,41.39856324825954,2.1754507277417265,,,
﻿99400603233,"Parada de taxis * C Manila, 42",,,2018-07-10T16:09:19+02:00,2024-08-02T14:42:33.126501+02:00,,,192003,C Manila,42,,21,Pedralbes,04,Les Corts,08034,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,426921.07622615714,4582405.794976122,41.38986467429776,2.125896566888326,,,
﻿99400603234,"Parada de taxis * Av Madrid, 214",,,2018-07-10T16:09:19+02:00,2024-08-02T14:17:38.773331+02:00,,,187207,Av Madrid,214,,18,Sants,03,Sants-Montjuïc,08014,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,427667.3261753532,4581464.890318295,41.38145777294573,2.1349338809914036,,,
﻿99400603238,"Parada de taxis * C Sancho de Ávila, 22",,,2018-07-10T16:09:19+02:00,2024-08-02T14:35:30.647513+02:00,,,311703,C Sancho de Ávila,22,,66,el Parc i la Llacuna del Poblenou,10,Sant Martí,08018,BARCELONA,True,,,,,,,,,63733072,Parades Taxi,Planol BCN >> Transports i serveis relacionats >> Transports adicionals >> Parades Taxi,651,0065103010002004,432160.0671450163,4583203.863281969,41.39751158486648,2.188464934542721,,,
